organism_1	organism_2	orthogroup	orthologs_organism_1	orthologs_organism_2
655844	5530	OG0004978	XP_007825957.1	KID65942.1
655844	5530	OG0004979	XP_007825958.2	KID65943.1
655844	5530	OG0004980	XP_007825959.2	KID65944.1
655844	5530	OG0004981	XP_007825960.2	KID65945.1
655844	5530	OG0004982	XP_007825965.1	KID65950.1
655844	5530	OG0004983	XP_007825966.1	KID65951.1
655844	5530	OG0004984	XP_007825967.1	KID65952.1
655844	5530	OG0004985	XP_007825969.1	KID65954.1
655844	5530	OG0004986	XP_007825970.1	KID65955.1
655844	5530	OG0004987	XP_007825972.1	KID65957.1
655844	5530	OG0004988	XP_007825973.1	KID65958.1
655844	5530	OG0004989	XP_007825976.2	KID65961.1
655844	5530	OG0004990	XP_007825977.1	KID65962.1
655844	5530	OG0004991	XP_007825978.1	KID65963.1
655844	5530	OG0004992	XP_007825979.1	KID65964.1
655844	5530	OG0004993	XP_007825980.2	KID65965.1
655844	5530	OG0004994	XP_007825982.1	KID65966.1
655844	5530	OG0004995	XP_007825983.1	KID65967.1
655844	5530	OG0004996	XP_007825984.2	KID65968.1
655844	5530	OG0004997	XP_007825985.1	KID65970.1
655844	5530	OG0004998	XP_007825986.1	KID65971.1
655844	5530	OG0004999	XP_007825988.2	KID65972.1
655844	5530	OG0005000	XP_007825990.1	KID65974.1
655844	5530	OG0005001	XP_007825991.1	KID65975.1
655844	5530	OG0005002	XP_007817269.1	KID65976.1
655844	5530	OG0005003	XP_007817268.1	KID65977.1
655844	5530	OG0005004	XP_011411793.1	KID65978.1
655844	5530	OG0005005	XP_007817265.1	KID65980.1
655844	5530	OG0005006	XP_011411791.1	KID65983.1
655844	5530	OG0005007	XP_007817261.2	KID65984.1
655844	5530	OG0005008	XP_007817260.2	KID65985.1
655844	5530	OG0005009	XP_007817259.2	KID65986.1
655844	5530	OG0005010	XP_011411790.1	KID65987.1
655844	5530	OG0005011	XP_007817257.2	KID65988.1
655844	5530	OG0005012	XP_007817256.1	KID65989.1
655844	5530	OG0005013	XP_007817255.1	KID65990.1
655844	5530	OG0005014	XP_007817253.1	KID65992.1
655844	5530	OG0005015	XP_007817251.2	KID65994.1
655844	5530	OG0005016	XP_007817250.1	KID65995.1
655844	5530	OG0005017	XP_007817249.2	KID65997.1
655844	5530	OG0005018	XP_007817248.2	KID65998.1
655844	5530	OG0005019	XP_007817247.2	KID65999.1
655844	5530	OG0005020	XP_007817246.2	KID66000.1
655844	5530	OG0005021	XP_007817245.1	KID66001.1
655844	5530	OG0005022	XP_007817242.1	KID66004.1
655844	5530	OG0005023	XP_007817241.2	KID66005.1
655844	5530	OG0005024	XP_007817240.1	KID66006.1
655844	5530	OG0005025	XP_007817239.1	KID66007.1
655844	5530	OG0005026	XP_007817238.1	KID66008.1
655844	5530	OG0005027	XP_007817237.2	KID66009.1
655844	5530	OG0005028	XP_007817236.2	KID66010.1
655844	5530	OG0005029	XP_007817235.1	KID66011.1
655844	5530	OG0005030	XP_007817234.1	KID66012.1
655844	5530	OG0005031	XP_007817233.2	KID66013.1
655844	5530	OG0005032	XP_007817232.1	KID66014.1
655844	5530	OG0005033	XP_007817231.1	KID66015.1
655844	5530	OG0005034	XP_007817229.1	KID66017.1
655844	5530	OG0005035	XP_007817228.1	KID66018.1
655844	5530	OG0005036	XP_007817227.1	KID66019.1
655844	5530	OG0005037	XP_011411788.1	KID66021.1
655844	5530	OG0005038	XP_007817225.2	KID66022.1
655844	5530	OG0005039	XP_007817224.2	KID66023.1
655844	5530	OG0005040	XP_007817222.1	KID66025.1
655844	5530	OG0005041	XP_007817221.2	KID66026.1
655844	5530	OG0005042	XP_011411786.1	KID66028.1
655844	5530	OG0005043	XP_007817220.1	KID66030.1
655844	5530	OG0005044	XP_011411784.1	KID66033.1
655844	5530	OG0005045	XP_011411783.1	KID66034.1
655844	5530	OG0005046	XP_007817219.2	KID66035.1
655844	5530	OG0005047	XP_007817217.1	KID66037.1
655844	5530	OG0005048	XP_007817216.1	KID66038.1
655844	5530	OG0005049	XP_007817215.1	KID66039.1
655844	5530	OG0005050	XP_007817214.2	KID66040.1
655844	5530	OG0005051	XP_007817213.1	KID66041.1
655844	5530	OG0005052	XP_007817212.1	KID66042.1
655844	5530	OG0005053	XP_007817210.1	KID66044.1
655844	5530	OG0005054	XP_007817208.1	KID66046.1
655844	5530	OG0005055	XP_007817207.1	KID66047.1
655844	5530	OG0005056	XP_007817204.1	KID66050.1
655844	5530	OG0005057	XP_007817203.1	KID66051.1
655844	5530	OG0005058	XP_007817202.1	KID66052.1
655844	5530	OG0005059	XP_007817201.1	KID66053.1
655844	5530	OG0005060	XP_007817200.1	KID66054.1
655844	5530	OG0005061	XP_007817199.2	KID66055.1
655844	5530	OG0005062	XP_007817198.1	KID66056.1
655844	5530	OG0005063	XP_007817197.1	KID66057.1
655844	5530	OG0005064	XP_007817196.1	KID66058.1
655844	5530	OG0005065	XP_007817194.1	KID66060.1
655844	5530	OG0005066	XP_007817193.1	KID66061.1
655844	5530	OG0005067	XP_007817192.1	KID66062.1
655844	5530	OG0005068	XP_007817191.1	KID66063.1
655844	5530	OG0005069	XP_007817190.1	KID66064.1
655844	5530	OG0005070	XP_007817189.2	KID66065.1
655844	5530	OG0005071	XP_007817188.1	KID66066.1
655844	5530	OG0005072	XP_007817187.1	KID66067.1
655844	5530	OG0005073	XP_011411779.1	KID66068.1
655844	5530	OG0005074	XP_007817186.1	KID66069.1
655844	5530	OG0005075	XP_007817183.1	KID66072.1
655844	5530	OG0005076	XP_007817182.1	KID66073.1
655844	5530	OG0005077	XP_007817181.1	KID66074.1
655844	5530	OG0005078	XP_007817180.1	KID66075.1
655844	5530	OG0005079	XP_007817177.1	KID66077.1
655844	5530	OG0005080	XP_007817176.2	KID66078.1
655844	5530	OG0005081	XP_007817175.1	KID66079.1
655844	5530	OG0005082	XP_007817171.2	KID66083.1
655844	5530	OG0005083	XP_007817170.1	KID66084.1
655844	5530	OG0005084	XP_007817169.1	KID66085.1
655844	5530	OG0005085	XP_007817168.1	KID66086.1
655844	5530	OG0005086	XP_007817167.1	KID66087.1
655844	5530	OG0005087	XP_007817166.1	KID66088.1
655844	5530	OG0005088	XP_007817165.1	KID66089.1
655844	5530	OG0005089	XP_007817164.1	KID66090.1
655844	5530	OG0005090	XP_011411778.1	KID66091.1
655844	5530	OG0005091	XP_011411777.1	KID66092.1
655844	5530	OG0005092	XP_007817163.1	KID66093.1
655844	5530	OG0005093	XP_007817162.1	KID66094.1
655844	5530	OG0005094	XP_007817161.2	KID66095.1
655844	5530	OG0005095	XP_007817160.2	KID66096.1
655844	5530	OG0005096	XP_007817159.1	KID66097.1
655844	5530	OG0005097	XP_007817158.2	KID66098.1
655844	5530	OG0005098	XP_007817157.1	KID66099.1
655844	5530	OG0005099	XP_007817155.1	KID66100.1
655844	5530	OG0005100	XP_007817154.1	KID66101.1
655844	5530	OG0005101	XP_007817153.2	KID66102.1
655844	5530	OG0005102	XP_007817152.1	KID66103.1
655844	5530	OG0005103	XP_007817151.1	KID66104.1
655844	5530	OG0005104	XP_007817150.2	KID66105.1
655844	5530	OG0005105	XP_007817149.1	KID66106.1
655844	5530	OG0005106	XP_007817147.1	KID66107.1
655844	5530	OG0005107	XP_007817144.2	KID66108.1
655844	5530	OG0005108	XP_011411772.1	KID66109.1
655844	5530	OG0005109	XP_007825769.1	KID66237.1
655844	5530	OG0005110	XP_007825770.1	KID66238.1
655844	5530	OG0005111	XP_007825771.2	KID66239.1
655844	5530	OG0005112	XP_007825773.1	KID66240.1
655844	5530	OG0005113	XP_007825775.1	KID66242.1
655844	5530	OG0005114	XP_007825777.2	KID66244.1
655844	5530	OG0005115	XP_007825778.1	KID66245.1
655844	5530	OG0005116	XP_007825779.2	KID66246.1
655844	5530	OG0005117	XP_007825766.1	KID66247.1
655844	5530	OG0005118	XP_007825764.1	KID66249.1
655844	5530	OG0005119	XP_007825763.1	KID66250.1
655844	5530	OG0005120	XP_007825762.1	KID66251.1
655844	5530	OG0005121	XP_007825761.1	KID66252.1
655844	5530	OG0005122	XP_007825760.1	KID66253.1
655844	5530	OG0005123	XP_007825759.1	KID66254.1
655844	5530	OG0005124	XP_007825758.1	KID66255.1
655844	5530	OG0005125	XP_007825757.1	KID66256.1
655844	5530	OG0005126	XP_007825753.1	KID66260.1
655844	5530	OG0005127	XP_007825750.1	KID66262.1
655844	5530	OG0005128	XP_007825749.2	KID66263.1
655844	5530	OG0005129	XP_007825748.1	KID66264.1
655844	5530	OG0005130	XP_007825747.1	KID66265.1
655844	5530	OG0005131	XP_007825746.1	KID66266.1
655844	5530	OG0005132	XP_007825744.2	KID66268.1
655844	5530	OG0005133	XP_007825743.1	KID66269.1
655844	5530	OG0005134	XP_007825741.1	KID66271.1
655844	5530	OG0005135	XP_007825739.1	KID66273.1
655844	5530	OG0005136	XP_007825738.1	KID66274.1
655844	5530	OG0005137	XP_007825737.1	KID66275.1
655844	5530	OG0005138	XP_007825735.1	KID66278.1
655844	5530	OG0005139	XP_007825733.1	KID66281.1
655844	5530	OG0005140	XP_007825732.2	KID66283.1
655844	5530	OG0005141	XP_007825731.2	KID66284.1
655844	5530	OG0005142	XP_007825730.2	KID66285.1
655844	5530	OG0005143	XP_007825728.2	KID66287.1
655844	5530	OG0005144	XP_011411469.1	KID66288.1
655844	5530	OG0005145	XP_007825727.1	KID66289.1
655844	5530	OG0005146	XP_007825725.2	KID66291.1
655844	5530	OG0005147	XP_007825724.1	KID66292.1
655844	5530	OG0005148	XP_007825723.1	KID66293.1
655844	5530	OG0005149	XP_007825720.1	KID66294.1
655844	5530	OG0005150	XP_007825719.1	KID66295.1
655844	5530	OG0005151	XP_007825717.2	KID66296.1
655844	5530	OG0005152	XP_007816282.1	KID66297.1
655844	5530	OG0005153	XP_007816281.1	KID66298.1
655844	5530	OG0005154	XP_007816280.1	KID66299.1
655844	5530	OG0005155	XP_011410864.1	KID66300.1
655844	5530	OG0005156	XP_007816278.2	KID66304.1
655844	5530	OG0005157	XP_007816276.1	KID66305.1
655844	5530	OG0005158	XP_007816275.1	KID66306.1
655844	5530	OG0005159	XP_007816274.1	KID66307.1
655844	5530	OG0005160	XP_011411472.1	KID66308.1
655844	5530	OG0005161	XP_007816273.2	KID66309.1
655844	5530	OG0005162	XP_007816271.1	KID66311.1
655844	5530	OG0005163	XP_007816270.1	KID66312.1
655844	5530	OG0005164	XP_007816269.1	KID66313.1
655844	5530	OG0005165	XP_007816268.1	KID66314.1
655844	5530	OG0005166	XP_007816267.2	KID66315.1
655844	5530	OG0005167	XP_007816266.2	KID66316.1
655844	5530	OG0005168	XP_007816264.1	KID66319.1
655844	5530	OG0005169	XP_007816263.2	KID66320.1
655844	5530	OG0005170	XP_007816262.1	KID66321.1
655844	5530	OG0005171	XP_007816261.1	KID66322.1
655844	5530	OG0005172	XP_007816260.2	KID66323.1
655844	5530	OG0005173	XP_007816259.1	KID66324.1
655844	5530	OG0005174	XP_007816257.1	KID66325.1
655844	5530	OG0005175	XP_007816256.1	KID66326.1
655844	5530	OG0005176	XP_007816255.1	KID66327.1
655844	5530	OG0005177	XP_007816254.1	KID66328.1
655844	5530	OG0005178	XP_007816253.2	KID66329.1
655844	5530	OG0005179	XP_007816252.1	KID66330.1
655844	5530	OG0005180	XP_007816251.2	KID66331.1
655844	5530	OG0005181	XP_007816250.1	KID66332.1
655844	5530	OG0005182	XP_007816249.1	KID66333.1
655844	5530	OG0005183	XP_007816248.1	KID66334.1
655844	5530	OG0005184	XP_007816247.2	KID66335.1
655844	5530	OG0005185	XP_007816246.2	KID66336.1
655844	5530	OG0005186	XP_007816245.1	KID66339.1
655844	5530	OG0005187	XP_007816244.1	KID66340.1
655844	5530	OG0005188	XP_007816243.1	KID66341.1
655844	5530	OG0005189	XP_007816242.2	KID66342.1
655844	5530	OG0005190	XP_007816239.1	KID66344.1
655844	5530	OG0005191	XP_007816238.2	KID66345.1
655844	5530	OG0005192	XP_007816237.2	KID66346.1
655844	5530	OG0005193	XP_007816236.2	KID66347.1
655844	5530	OG0005194	XP_007816235.1	KID66348.1
655844	5530	OG0005195	XP_007816234.1	KID66349.1
655844	5530	OG0005196	XP_007816233.2	KID66350.1
655844	5530	OG0005197	XP_007816232.2	KID66351.1
655844	5530	OG0005198	XP_007816231.1	KID66352.1
655844	5530	OG0005199	XP_007816230.1	KID66353.1
655844	5530	OG0005200	XP_007816229.1	KID66354.1
655844	5530	OG0005201	XP_007816228.1	KID66355.1
655844	5530	OG0005202	XP_007816227.2	KID66356.1
655844	5530	OG0005203	XP_007816226.1	KID66357.1
655844	5530	OG0005204	XP_007816225.2	KID66358.1
655844	5530	OG0005205	XP_007816224.2	KID66359.1
655844	5530	OG0005206	XP_007816223.1	KID66360.1
655844	5530	OG0005207	XP_007816222.2	KID66361.1
655844	5530	OG0005208	XP_007816221.2	KID66362.1
655844	5530	OG0005209	XP_007816219.1	KID66364.1
655844	5530	OG0005210	XP_007816218.2	KID66365.1
655844	5530	OG0005211	XP_011411476.1	KID66366.1
655844	5530	OG0005212	XP_007816217.1	KID66367.1
655844	5530	OG0005213	XP_007816216.1	KID66368.1
655844	5530	OG0005214	XP_007816215.1	KID66369.1
655844	5530	OG0005215	XP_007816214.2	KID66370.1
655844	5530	OG0005216	XP_007816213.1	KID66371.1
655844	5530	OG0005217	XP_007816212.2	KID66372.1
655844	5530	OG0005218	XP_007816211.1	KID66373.1
655844	5530	OG0005219	XP_007816210.1	KID66374.1
655844	5530	OG0005220	XP_007816209.2	KID66375.1
655844	5530	OG0005221	XP_007816208.1	KID66376.1
655844	5530	OG0005222	XP_007816207.1	KID66377.1
655844	5530	OG0005223	XP_007816206.1	KID66378.1
655844	5530	OG0005224	XP_007816205.1	KID66379.1
655844	5530	OG0005225	XP_007816204.1	KID66380.1
655844	5530	OG0005226	XP_007816203.1	KID66381.1
655844	5530	OG0005227	XP_007816202.1	KID66382.1
655844	5530	OG0005228	XP_007816200.2	KID66384.1
655844	5530	OG0005229	XP_007816199.1	KID66385.1
655844	5530	OG0005230	XP_007816198.1	KID66386.1
655844	5530	OG0005231	XP_007816197.1	KID66387.1
655844	5530	OG0005232	XP_007816196.1	KID66388.1
655844	5530	OG0005233	XP_007816195.2	KID66389.1
655844	5530	OG0005234	XP_007816194.1	KID66390.1
655844	5530	OG0005235	XP_007816192.1	KID66392.1
655844	5530	OG0005236	XP_007816190.2	KID66394.1
655844	5530	OG0005237	XP_007820630.2	KID66395.1
655844	5530	OG0005238	XP_007820629.1	KID66396.1
655844	5530	OG0005239	XP_007820628.1	KID66397.1
655844	5530	OG0005240	XP_007820624.1	KID66399.1
655844	5530	OG0005241	XP_007820623.1	KID66400.1
655844	5530	OG0005242	XP_007820622.2	KID66401.1
655844	5530	OG0005243	XP_007820621.1	KID66402.1
655844	5530	OG0005244	XP_007820620.1	KID66403.1
655844	5530	OG0005245	XP_011411479.1	KID66404.1
655844	5530	OG0005246	XP_007820618.1	KID66406.1
655844	5530	OG0005247	XP_007820617.1	KID66407.1
655844	5530	OG0005248	XP_007820616.1	KID66408.1
655844	5530	OG0005249	XP_007820615.1	KID66409.1
655844	5530	OG0005250	XP_007820614.2	KID66410.1
655844	5530	OG0005251	XP_007820613.1	KID66411.1
655844	5530	OG0005252	XP_007820612.1	KID66412.1
655844	5530	OG0005253	XP_007820611.1	KID66413.1
655844	5530	OG0005254	XP_007820610.1	KID66414.1
655844	5530	OG0005255	XP_007820609.1	KID66415.1
655844	5530	OG0005256	XP_007820608.1	KID66416.1
655844	5530	OG0005257	XP_007820606.1	KID66418.1
655844	5530	OG0005258	XP_007820605.2	KID66419.1
655844	5530	OG0005259	XP_007820604.2	KID66420.1
655844	5530	OG0005260	XP_007820603.1	KID66421.1
655844	5530	OG0005261	XP_007820598.1	KID66424.1
655844	5530	OG0005262	XP_007820596.2	KID66426.1
655844	5530	OG0005263	XP_007820595.1	KID66427.1
655844	5530	OG0005264	XP_007820593.2	KID66428.1
655844	5530	OG0005265	XP_007820592.2	KID66429.1
655844	5530	OG0005266	XP_007820591.2	KID66430.1
655844	5530	OG0005267	XP_007820590.1	KID66431.1
655844	5530	OG0005268	XP_011411482.1	KID66432.1
655844	5530	OG0005269	XP_007820589.1	KID66433.1
655844	5530	OG0005270	XP_007820588.1	KID66434.1
655844	5530	OG0005271	XP_007820587.2	KID66435.1
655844	5530	OG0005272	XP_007820586.1	KID66436.1
655844	5530	OG0005273	XP_007820585.2	KID66437.1
655844	5530	OG0005274	XP_007820584.2	KID66438.1
655844	5530	OG0005275	XP_007820583.1	KID66440.1
655844	5530	OG0005276	XP_007820582.1	KID66442.1
655844	5530	OG0005277	XP_007820581.1	KID66443.1
655844	5530	OG0005278	XP_007820580.1	KID66444.1
655844	5530	OG0005279	XP_007820579.1	KID66445.1
655844	5530	OG0005280	XP_007820578.1	KID66446.1
655844	5530	OG0005281	XP_007820577.1	KID66447.1
655844	5530	OG0005282	XP_007820576.2	KID66448.1
655844	5530	OG0005283	XP_007820575.1	KID66449.1
655844	5530	OG0005284	XP_007820574.2	KID66450.1
655844	5530	OG0005285	XP_007820572.1	KID66452.1
655844	5530	OG0005286	XP_007820571.2	KID66453.1
655844	5530	OG0005287	XP_007820570.2	KID66454.1
655844	5530	OG0005288	XP_007820569.1	KID66455.1
655844	5530	OG0005289	XP_007820568.1	KID66456.1
655844	5530	OG0005290	XP_011411485.1	KID66457.1
655844	5530	OG0005291	XP_007820567.2	KID66458.1
655844	5530	OG0005292	XP_011411486.1	KID66459.1
655844	5530	OG0005293	XP_007820565.1	KID66461.1
655844	5530	OG0005294	XP_011411487.1	KID66462.1
655844	5530	OG0005295	XP_007820564.1	KID66463.1
655844	5530	OG0005296	XP_007820563.1	KID66464.1
655844	5530	OG0005297	XP_007820562.2	KID66465.1
655844	5530	OG0005298	XP_007820561.1	KID66466.1
655844	5530	OG0005299	XP_007820560.1	KID66467.1
655844	5530	OG0005300	XP_007820559.1	KID66468.1
655844	5530	OG0005301	XP_007820558.1	KID66469.1
655844	5530	OG0005302	XP_007820557.1	KID66470.1
655844	5530	OG0005303	XP_011411489.1	KID66471.1
655844	5530	OG0005304	XP_007820556.1	KID66472.1
655844	5530	OG0005305	XP_007820555.2	KID66473.1
655844	5530	OG0005306	XP_007820554.1	KID66474.1
655844	5530	OG0005307	XP_007820553.1	KID66475.1
655844	5530	OG0005308	XP_007820552.2	KID66476.1
655844	5530	OG0005309	XP_007820551.2	KID66477.1
655844	5530	OG0005310	XP_007820550.2	KID66478.1
655844	5530	OG0005311	XP_007820549.1	KID66479.1
655844	5530	OG0005312	XP_007820548.1	KID66480.1
655844	5530	OG0005313	XP_011411490.1	KID66481.1
655844	5530	OG0005314	XP_007820547.1	KID66482.1
655844	5530	OG0005315	XP_007820546.2	KID66483.1
655844	5530	OG0005316	XP_007820545.1	KID66484.1
655844	5530	OG0005317	XP_007820544.1	KID66485.1
655844	5530	OG0005318	XP_007820543.1	KID66486.1
655844	5530	OG0005319	XP_007820542.1	KID66487.1
655844	5530	OG0005320	XP_007820541.2	KID66488.1
655844	5530	OG0005321	XP_007820540.2	KID66489.1
655844	5530	OG0005322	XP_007820539.1	KID66490.1
655844	5530	OG0005323	XP_007820538.1	KID66491.1
655844	5530	OG0005324	XP_007820537.1	KID66492.1
655844	5530	OG0005325	XP_007820536.2	KID66493.1
655844	5530	OG0005326	XP_007820535.2	KID66494.1
655844	5530	OG0005327	XP_007820534.2	KID66495.1
655844	5530	OG0005328	XP_011411492.1	KID66496.1
655844	5530	OG0005329	XP_007820533.2	KID66497.1
655844	5530	OG0005330	XP_007820532.1	KID66498.1
655844	5530	OG0005331	XP_007820531.1	KID66499.1
655844	5530	OG0005332	XP_007820530.1	KID66500.1
655844	5530	OG0005333	XP_007820529.1	KID66501.1
655844	5530	OG0005334	XP_007820528.2	KID66502.1
655844	5530	OG0005335	XP_007820527.1	KID66503.1
655844	5530	OG0005336	XP_007820526.2	KID66504.1
655844	5530	OG0005337	XP_007820525.1	KID66505.1
655844	5530	OG0005338	XP_007820524.2	KID66506.1
655844	5530	OG0005339	XP_007820523.1	KID66507.1
655844	5530	OG0005340	XP_007820522.1	KID66508.1
655844	5530	OG0005341	XP_007820521.1	KID66509.1
655844	5530	OG0005342	XP_007820520.1	KID66510.1
655844	5530	OG0005343	XP_007820519.1	KID66511.1
655844	5530	OG0005344	XP_007820518.1	KID66512.1
655844	5530	OG0005345	XP_007820517.1	KID66513.1
655844	5530	OG0005346	XP_007820516.1	KID66514.1
655844	5530	OG0005347	XP_007820515.1	KID66515.1
655844	5530	OG0005348	XP_007820514.2	KID66516.1
655844	5530	OG0005349	XP_007820513.1	KID66517.1
655844	5530	OG0005350	XP_007820512.1	KID66518.1
655844	5530	OG0005351	XP_007820511.2	KID66519.1
655844	5530	OG0005352	XP_007820510.2	KID66520.1
655844	5530	OG0005353	XP_007820509.1	KID66521.1
655844	5530	OG0005354	XP_011411493.1	KID66522.1
655844	5530	OG0005355	XP_007820508.1	KID66524.1
655844	5530	OG0005356	XP_007820507.1	KID66525.1
655844	5530	OG0005357	XP_007820506.1	KID66526.1
655844	5530	OG0005358	XP_007820505.1	KID66527.1
655844	5530	OG0005359	XP_007820504.1	KID66528.1
655844	5530	OG0005360	XP_007820503.1	KID66529.1
655844	5530	OG0005361	XP_007820502.1	KID66530.1
655844	5530	OG0005362	XP_007820501.2	KID66531.1
655844	5530	OG0005363	XP_007820500.1	KID66532.1
655844	5530	OG0005364	XP_007820499.1	KID66533.1
655844	5530	OG0005365	XP_007820498.2	KID66534.1
655844	5530	OG0005366	XP_007820497.1	KID66535.1
655844	5530	OG0005367	XP_007820496.1	KID66536.1
655844	5530	OG0005368	XP_007820495.1	KID66537.1
655844	5530	OG0005369	XP_007820494.1	KID66538.1
655844	5530	OG0005370	XP_007820493.1	KID66539.1
655844	5530	OG0005371	XP_007820492.1	KID66540.1
655844	5530	OG0005372	XP_007820491.1	KID66541.1
655844	5530	OG0005373	XP_007820489.1	KID66543.1
655844	5530	OG0005374	XP_007820488.2	KID66544.1
655844	5530	OG0005375	XP_007820486.1	KID66545.1
655844	5530	OG0005376	XP_007820485.1	KID66546.1
655844	5530	OG0005377	XP_007820484.2	KID66547.1
655844	5530	OG0005378	XP_007820483.2	KID66548.1
655844	5530	OG0005379	XP_007820482.2	KID66549.1
655844	5530	OG0005380	XP_007820481.2	KID66550.1
655844	5530	OG0005381	XP_007820480.1	KID66551.1
655844	5530	OG0005382	XP_007820479.1	KID66552.1
655844	5530	OG0005383	XP_007820478.2	KID66553.1
655844	5530	OG0005384	XP_007820477.1	KID66554.1
655844	5530	OG0005385	XP_007820476.1	KID66555.1
655844	5530	OG0005386	XP_007820474.1	KID66556.1
655844	5530	OG0005387	XP_007820473.1	KID66557.1
655844	5530	OG0005388	XP_007820472.2	KID66558.1
655844	5530	OG0005389	XP_007820471.1	KID66559.1
655844	5530	OG0005390	XP_007820470.2	KID66560.1
655844	5530	OG0005391	XP_011411495.1	KID66561.1
655844	5530	OG0005392	XP_007820469.2	KID66562.1
655844	5530	OG0005393	XP_007820468.1	KID66563.1
655844	5530	OG0005394	XP_007820467.1	KID66564.1
655844	5530	OG0005395	XP_007820466.1	KID66565.1
655844	5530	OG0005396	XP_007820465.1	KID66566.1
655844	5530	OG0005397	XP_007820464.1	KID66567.1
655844	5530	OG0005398	XP_007820463.2	KID66568.1
655844	5530	OG0005399	XP_007820462.1	KID66569.1
655844	5530	OG0005400	XP_007820461.1	KID66570.1
655844	5530	OG0005401	XP_007820460.1	KID66571.1
655844	5530	OG0005402	XP_007820459.1	KID66572.1
655844	5530	OG0005403	XP_011411496.1	KID66573.1
655844	5530	OG0005404	XP_007820458.1	KID66574.1
655844	5530	OG0005405	XP_007820457.1	KID66575.1
655844	5530	OG0005406	XP_007820456.2	KID66576.1
655844	5530	OG0005407	XP_007820455.2	KID66577.1
655844	5530	OG0005408	XP_007820454.1	KID66578.1
655844	5530	OG0005409	XP_007820453.1	KID66579.1
655844	5530	OG0005410	XP_007820452.1	KID66580.1
655844	5530	OG0005411	XP_007820451.2	KID66581.1
655844	5530	OG0005412	XP_011411497.1	KID66582.1
655844	5530	OG0005413	XP_011411498.1	KID66583.1
655844	5530	OG0005414	XP_007820450.2	KID66584.1
655844	5530	OG0005415	XP_007820449.2	KID66585.1
655844	5530	OG0005416	XP_007820448.2	KID66586.1
655844	5530	OG0005417	XP_007820447.2	KID66587.1
655844	5530	OG0005418	XP_007820446.2	KID66588.1
655844	5530	OG0005419	XP_007820445.1	KID66589.1
655844	5530	OG0005420	XP_007820444.1	KID66590.1
655844	5530	OG0005421	XP_007820443.1	KID66591.1
655844	5530	OG0005422	XP_007820442.2	KID66592.1
655844	5530	OG0005423	XP_007820441.1	KID66593.1
655844	5530	OG0005424	XP_007820440.1	KID66594.1
655844	5530	OG0005425	XP_007820439.2	KID66595.1
655844	5530	OG0005426	XP_007820438.2	KID66596.1
655844	5530	OG0005427	XP_007820437.1	KID66597.1
655844	5530	OG0005428	XP_007820436.1	KID66598.1
655844	5530	OG0005429	XP_007820435.1	KID66599.1
655844	5530	OG0005430	XP_007820434.1	KID66600.1
655844	5530	OG0005431	XP_007820433.1	KID66601.1
655844	5530	OG0005432	XP_007820432.1	KID66602.1
655844	5530	OG0005433	XP_007820431.1	KID66603.1
655844	5530	OG0005434	XP_007820428.2	KID66604.1
655844	5530	OG0005435	XP_007820427.1	KID66605.1
655844	5530	OG0005436	XP_007820426.1	KID66606.1
655844	5530	OG0005437	XP_007820425.1	KID66607.1
655844	5530	OG0005438	XP_011411501.1	KID66608.1
655844	5530	OG0005439	XP_007820424.1	KID66609.1
655844	5530	OG0005440	XP_007820423.1	KID66610.1
655844	5530	OG0005441	XP_011411502.1	KID66611.1
655844	5530	OG0005442	XP_007820422.1	KID66612.1
655844	5530	OG0005443	XP_007820421.2	KID66613.1
655844	5530	OG0005444	XP_007820419.1	KID66614.1
655844	5530	OG0005445	XP_007820418.1	KID66615.1
655844	5530	OG0005446	XP_011411503.1	KID66617.1
655844	5530	OG0005447	XP_007820416.1	KID66618.1
655844	5530	OG0005448	XP_007820415.1	KID66619.1
655844	5530	OG0005449	XP_007820414.1	KID66620.1
655844	5530	OG0005450	XP_007820413.1	KID66621.1
655844	5530	OG0005451	XP_007820412.1	KID66622.1
655844	5530	OG0005452	XP_007820411.1	KID66623.1
655844	5530	OG0005453	XP_007820410.1	KID66624.1
655844	5530	OG0005454	XP_007820409.2	KID66625.1
655844	5530	OG0005455	XP_007820408.2	KID66626.1
655844	5530	OG0005456	XP_007820407.1	KID66627.1
655844	5530	OG0005457	XP_007820406.1	KID66628.1
655844	5530	OG0005458	XP_007820405.1	KID66629.1
655844	5530	OG0005459	XP_007820404.1	KID66630.1
655844	5530	OG0005460	XP_007820403.1	KID66631.1
655844	5530	OG0005461	XP_007820402.1	KID66632.1
655844	5530	OG0005462	XP_007820401.2	KID66633.1
655844	5530	OG0005463	XP_007820400.1	KID66634.1
655844	5530	OG0005464	XP_007820399.1	KID66635.1
655844	5530	OG0005465	XP_007820398.1	KID66636.1
655844	5530	OG0005466	XP_007820397.1	KID66637.1
655844	5530	OG0005467	XP_007820396.1	KID66638.1
655844	5530	OG0005468	XP_007820395.1	KID66639.1
655844	5530	OG0005469	XP_007820394.1	KID66640.1
655844	5530	OG0005470	XP_007820393.1	KID66641.1
655844	5530	OG0005471	XP_007820392.2	KID66642.1
655844	5530	OG0005472	XP_007820391.1	KID66643.1
655844	5530	OG0005473	XP_007820390.1	KID66644.1
655844	5530	OG0005474	XP_007820389.1	KID66645.1
655844	5530	OG0005475	XP_007820388.1	KID66646.1
